date;sku;error
2023-03-16 09:19:28;16SKV267;notFound
2023-03-16 09:19:29;NPW-ME-038B;notFound
2023-03-16 09:19:30;NPW-BM-179A;notFound
2023-03-16 10:32:17;BKS-AU-001L;notFound
2023-03-16 10:32:17;BKS-AU-001L;notFound
2023-03-16 10:32:17;BKS-AU-001L;notFound
2023-03-16 10:32:17;BKS-AU-001L;notFound
2023-03-16 10:32:17;BKS-AU-001L;notFound
2023-03-16 10:32:17;BKS-AU-001R;notFound
2023-03-16 10:32:17;BKS-AU-001R;notFound
2023-03-16 10:32:17;BKS-AU-001R;notFound
2023-03-16 10:32:17;BKS-AU-001R;notFound
2023-03-16 10:32:17;BKS-AU-001R;notFound
2023-03-16 10:32:17;BKS-AU-001R;notFound
2023-03-16 10:32:17;22SKV031;notFound
2023-03-16 10:32:18;S5132008-S;notFound
2023-03-16 10:32:18;S5132016-S;notFound
2023-03-16 10:32:18;016-21101727;notFound
2023-03-16 10:32:18;016-20370927;notFound
2023-03-16 10:32:19;16SKV267;notFound
2023-03-16 10:32:19;22SKV031;notFound
2023-03-16 10:32:19;BKS-RE-002;notFound
2023-03-16 10:32:19;170408H800;notFound
2023-03-16 10:32:19;RM4014EW;notFound
2023-03-16 10:32:22;VITOA6393370310;notFound
2023-03-16 10:32:23;016-20370927;notFound
2023-03-16 10:32:23;22SKV031;notFound
2023-03-16 10:32:23;S5132016-S;notFound
2023-03-16 10:32:26;16SKV267;notFound
2023-03-16 10:32:26;S5132008-S;notFound
2023-03-16 10:32:27;S5132016-S;notFound
2023-03-16 10:32:27;016-20370927;notFound
2023-03-16 10:32:28;22SKV031;notFound
2023-03-16 10:32:28;S5132008-S;notFound
2023-03-16 10:32:28;S5132016-S;notFound
2023-03-16 10:32:28;22SKV031;notFound
2023-03-16 10:32:28;S5132008-S;notFound
2023-03-16 10:32:28;16SKV267;notFound
2023-03-16 10:32:28;016-20370927;notFound
2023-03-16 10:32:29;016-20370927;notFound
2023-03-16 10:32:29;16SKV267;notFound
2023-03-16 10:32:29;S5132008-S;notFound
2023-03-16 10:32:30;22SKV031;notFound
2023-03-16 10:32:30;016-20370927;notFound
2023-03-16 10:32:30;22SKV031;notFound
2023-03-16 10:32:30;S5132016-S;notFound
2023-03-16 10:32:30;S5132016-S;notFound
2023-03-16 10:32:30;16SKV267;notFound
2023-03-16 10:32:30;S5132008-S;notFound
2023-03-16 10:32:30;S5132008-S;notFound
2023-03-16 10:32:30;S5132016-S;notFound
2023-03-16 10:32:31;16SKV267;notFound
2023-03-16 10:32:32;NPW-ME-038B;notFound
2023-03-16 10:32:33;NPW-BM-179A;notFound
